LFIFTH000000,What is the **accusative singular** of *rosa> rosae* (rose)?,rosam
LFIFTH000001,What is the **ablative singular** of *rosa> rosae* (rose)?,rosa
LFIFTH000002,What is the **nominative plural** of *rosa> rosae* (rose)?,rosae
LFIFTH000003,What is the **accusative singular** of *puella> puellae* (girl)?,puellam
LFIFTH000004,What is the **ablative singular** of *puella> puellae* (girl)?,puella
LFIFTH000005,What is the **nominative plural** of *puella> puellae* (girl)?,puellae
LFIFTH000006,What is the **accusative singular** of *poeta> poetae* (poet)?,poetam
LFIFTH000007,What is the **ablative singular** of *poeta> poetae* (poet)?,poeta
LFIFTH000008,What is the **nominative plural** of *poeta> poetae* (poet)?,poetae
LFIFTH000009,What is the **accusative singular** of *nauta> nautae* (sailor)?,nautam
LFIFTH000010,What is the **ablative singular** of *nauta> nautae* (sailor)?,nauta
LFIFTH000011,What is the **nominative plural** of *nauta> nautae* (sailor)?,nautae
LFIFTH000012,What is the **accusative singular** of *pirata> piratae* (pirate)?,piratam
LFIFTH000013,What is the **ablative singular** of *pirata> piratae* (pirate)?,pirata
LFIFTH000014,What is the **nominative plural** of *pirata> piratae* (pirate)?,piratae
LFIFTH000015,What is the **accusative singular** of *domina> dominae* (mistress)?,dominam
LFIFTH000016,What is the **ablative singular** of *domina> dominae* (mistress)?,domina
LFIFTH000017,What is the **nominative plural** of *domina> dominae* (mistress)?,dominae
LFIFTH000018,What is the **accusative singular** of *diligentia> diligentiae* (diligence)?,diligentiam
LFIFTH000019,What is the **ablative singular** of *diligentia> diligentiae* (diligence)?,diligentia
LFIFTH000020,What is the **nominative plural** of *diligentia> diligentiae* (diligence)?,diligentiae
LFIFTH000021,What is the **accusative singular** of *iustitia> iustitiae* (justice)?,iustitiam
LFIFTH000022,What is the **ablative singular** of *iustitia> iustitiae* (justice)?,iustitia
LFIFTH000023,What is the **nominative plural** of *iustitia> iustitiae* (justice)?,iustitiae
LFIFTH000024,What is the **accusative singular** of *fama> famae* (fame)?,famam
LFIFTH000025,What is the **ablative singular** of *fama> famae* (fame)?,fama
