L1000000,What is the **dative singular** of *rosa> rosae* (rose)?,rosae
L1000001,What is the **accusative singular** of *rosa> rosae* (rose)?,rosam
L1000002,What is the **vocative singular** of *rosa> rosae* (rose)?,rosa
L1000003,What is the **ablative singular** of *rosa> rosae* (rose)?,rosa
L1000004,What is the **nominative plural** of *rosa> rosae* (rose)?,rosae
L1000005,What is the **genitive plural** of *rosa> rosae* (rose)?,rosarum
L1000006,What is the **dative plural** of *rosa> rosae* (rose)?,rosis
L1000007,What is the **accusative plural** of *rosa> rosae* (rose)?,rosas
L1000008,What is the **ablative plural** of *rosa> rosae* (rose)?,rosis
L1000009,What is the **dative singular** of *puella> puellae* (girl)?,puellae
L1000010,What is the **accusative singular** of *puella> puellae* (girl)?,puellam
L1000011,What is the **vocative singular** of *puella> puellae* (girl)?,puella
L1000012,What is the **ablative singular** of *puella> puellae* (girl)?,puella
L1000013,What is the **nominative plural** of *puella> puellae* (girl)?,puellae
L1000014,What is the **genitive plural** of *puella> puellae* (girl)?,puellarum
L1000015,What is the **dative plural** of *puella> puellae* (girl)?,puellis
L1000016,What is the **accusative plural** of *puella> puellae* (girl)?,puellas
L1000017,What is the **ablative plural** of *puella> puellae* (girl)?,puellis
L1000018,What is the **dative singular** of *poeta> poetae* (poet)?,poetae
L1000019,What is the **accusative singular** of *poeta> poetae* (poet)?,poetam
L1000020,What is the **vocative singular** of *poeta> poetae* (poet)?,poeta
L1000021,What is the **ablative singular** of *poeta> poetae* (poet)?,poeta
L1000022,What is the **nominative plural** of *poeta> poetae* (poet)?,poetae
L1000023,What is the **genitive plural** of *poeta> poetae* (poet)?,poetarum
L1000024,What is the **dative plural** of *poeta> poetae* (poet)?,poetis
L1000025,What is the **accusative plural** of *poeta> poetae* (poet)?,poetas
L1000026,What is the **ablative plural** of *poeta> poetae* (poet)?,poetis
L1000027,What is the **dative singular** of *nauta> nautae* (sailor)?,nautae
L1000028,What is the **accusative singular** of *nauta> nautae* (sailor)?,nautam
L1000029,What is the **vocative singular** of *nauta> nautae* (sailor)?,nauta
L1000030,What is the **ablative singular** of *nauta> nautae* (sailor)?,nauta
L1000031,What is the **nominative plural** of *nauta> nautae* (sailor)?,nautae
L1000032,What is the **genitive plural** of *nauta> nautae* (sailor)?,nautarum
L1000033,What is the **dative plural** of *nauta> nautae* (sailor)?,nautis
L1000034,What is the **accusative plural** of *nauta> nautae* (sailor)?,nautas
L1000035,What is the **ablative plural** of *nauta> nautae* (sailor)?,nautis
L1000036,What is the **dative singular** of *pirata> piratae* (pirate)?,piratae
L1000037,What is the **accusative singular** of *pirata> piratae* (pirate)?,piratam
L1000038,What is the **vocative singular** of *pirata> piratae* (pirate)?,pirata
L1000039,What is the **ablative singular** of *pirata> piratae* (pirate)?,pirata
L1000040,What is the **nominative plural** of *pirata> piratae* (pirate)?,piratae
L1000041,What is the **genitive plural** of *pirata> piratae* (pirate)?,piratarum
L1000042,What is the **dative plural** of *pirata> piratae* (pirate)?,piratis
L1000043,What is the **accusative plural** of *pirata> piratae* (pirate)?,piratas
L1000044,What is the **ablative plural** of *pirata> piratae* (pirate)?,piratis
L1000045,What is the **dative singular** of *domina> dominae* (mistress)?,dominae
L1000046,What is the **accusative singular** of *domina> dominae* (mistress)?,dominam
L1000047,What is the **vocative singular** of *domina> dominae* (mistress)?,domina
L1000048,What is the **ablative singular** of *domina> dominae* (mistress)?,domina
L1000049,What is the **nominative plural** of *domina> dominae* (mistress)?,dominae
L1000050,What is the **genitive plural** of *domina> dominae* (mistress)?,dominarum
L1000051,What is the **dative plural** of *domina> dominae* (mistress)?,dominis
L1000052,What is the **accusative plural** of *domina> dominae* (mistress)?,dominas
L1000053,What is the **ablative plural** of *domina> dominae* (mistress)?,dominis
L1000054,What is the **dative singular** of *diligentia> diligentiae* (diligence)?,diligentiae
L1000055,What is the **accusative singular** of *diligentia> diligentiae* (diligence)?,diligentiam
L1000056,What is the **vocative singular** of *diligentia> diligentiae* (diligence)?,diligentia
L1000057,What is the **ablative singular** of *diligentia> diligentiae* (diligence)?,diligentia
L1000058,What is the **nominative plural** of *diligentia> diligentiae* (diligence)?,diligentiae
L1000059,What is the **genitive plural** of *diligentia> diligentiae* (diligence)?,diligentiarum
L1000060,What is the **dative plural** of *diligentia> diligentiae* (diligence)?,diligentiis
L1000061,What is the **accusative plural** of *diligentia> diligentiae* (diligence)?,diligentias
L1000062,What is the **ablative plural** of *diligentia> diligentiae* (diligence)?,diligentiis
L1000063,What is the **dative singular** of *iustitia> iustitiae* (justice)?,iustitiae
L1000064,What is the **accusative singular** of *iustitia> iustitiae* (justice)?,iustitiam
L1000065,What is the **vocative singular** of *iustitia> iustitiae* (justice)?,iustitia
L1000066,What is the **ablative singular** of *iustitia> iustitiae* (justice)?,iustitia
L1000067,What is the **nominative plural** of *iustitia> iustitiae* (justice)?,iustitiae
L1000068,What is the **genitive plural** of *iustitia> iustitiae* (justice)?,iustitiarum
L1000069,What is the **dative plural** of *iustitia> iustitiae* (justice)?,iustitiis
L1000070,What is the **accusative plural** of *iustitia> iustitiae* (justice)?,iustitias
L1000071,What is the **ablative plural** of *iustitia> iustitiae* (justice)?,iustitiis
L1000072,What is the **dative singular** of *fama> famae* (fame)?,famae
L1000073,What is the **accusative singular** of *fama> famae* (fame)?,famam
L1000074,What is the **vocative singular** of *fama> famae* (fame)?,fama
L1000075,What is the **ablative singular** of *fama> famae* (fame)?,fama
L1000076,What is the **nominative plural** of *fama> famae* (fame)?,famae
L1000077,What is the **genitive plural** of *fama> famae* (fame)?,famarum
L1000078,What is the **dative plural** of *fama> famae* (fame)?,famis
L1000079,What is the **accusative plural** of *fama> famae* (fame)?,famas
L1000080,What is the **ablative plural** of *fama> famae* (fame)?,famis
L1000081,What is the **dative singular** of *fuga> fugae* (flight)?,fugae
L1000082,What is the **accusative singular** of *fuga> fugae* (flight)?,fugam
L1000083,What is the **vocative singular** of *fuga> fugae* (flight)?,fuga
L1000084,What is the **ablative singular** of *fuga> fugae* (flight)?,fuga
L1000085,What is the **nominative plural** of *fuga> fugae* (flight)?,fugae
L1000086,What is the **genitive plural** of *fuga> fugae* (flight)?,fugarum
L1000087,What is the **dative plural** of *fuga> fugae* (flight)?,fugis
L1000088,What is the **accusative plural** of *fuga> fugae* (flight)?,fugas
L1000089,What is the **ablative plural** of *fuga> fugae* (flight)?,fugis
L1000090,What is the **dative singular** of *insula> insulae* (island)?,insulae
L1000091,What is the **accusative singular** of *insula> insulae* (island)?,insulam
L1000092,What is the **vocative singular** of *insula> insulae* (island)?,insula
L1000093,What is the **ablative singular** of *insula> insulae* (island)?,insula
L1000094,What is the **nominative plural** of *insula> insulae* (island)?,insulae
L1000095,What is the **genitive plural** of *insula> insulae* (island)?,insularum
L1000096,What is the **dative plural** of *insula> insulae* (island)?,insulis
L1000097,What is the **accusative plural** of *insula> insulae* (island)?,insulas
L1000098,What is the **ablative plural** of *insula> insulae* (island)?,insulis
L1000099,What is the **dative singular** of *ira> irae* (anger)?,irae
L1000100,What is the **accusative singular** of *ira> irae* (anger)?,iram
L1000101,What is the **vocative singular** of *ira> irae* (anger)?,ira
L1000102,What is the **ablative singular** of *ira> irae* (anger)?,ira
L1000103,What is the **nominative plural** of *ira> irae* (anger)?,irae
L1000104,What is the **genitive plural** of *ira> irae* (anger)?,irarum
L1000105,What is the **dative plural** of *ira> irae* (anger)?,iris
L1000106,What is the **accusative plural** of *ira> irae* (anger)?,iras
L1000107,What is the **ablative plural** of *ira> irae* (anger)?,iris
L1000108,What is the **dative singular** of *miseria> miseriae* (misery)?,miseriae
