D000000,From what Latin root does the word *eager* derive from? (Give the first principal part.),acer
D000001,From what Latin root does the word *vinegar* derive from? (Give the first principal part.),acer
D000002,From what Latin root does the word *eglantine* derive from? (Give the first principal part.),acus
D000003,From what Latin root does the word *emulate* derive from? (Give the first principal part.),aemulus
D000004,From what Latin root does the word *era* derive from? (Give the first principal part.),aes
D000005,From what Latin root does the word *aim* derive from? (Give the first principal part.),aestimo
D000006,From what Latin root does the word *esteem* derive from? (Give the first principal part.),aestimo
D000007,From what Latin root does the word *estuary* derive from? (Give the first principal part.),aestus
D000008,From what Latin root does the word *age* derive from? (Give the first principal part.),aevum
D000009,From what Latin root does the word *eternity* derive from? (Give the first principal part.),aevum
D000010,From what Latin root does the word *pilgrim* derive from? (Give the first principal part.),ager
D000011,From what Latin root does the word *agile* derive from? (Give the first principal part.),ago
D000012,From what Latin root does the word *ambiguous* derive from? (Give the first principal part.),ago
D000013,From what Latin root does the word *assay* derive from? (Give the first principal part.),ago
D000014,From what Latin root does the word *essay* derive from? (Give the first principal part.),ago
D000015,From what Latin root does the word *squat* derive from? (Give the first principal part.),ago
D000016,From what Latin root does the word *adage* derive from? (Give the first principal part.),aio
D000017,From what Latin root does the word *auburn* derive from? (Give the first principal part.),albus
D000018,From what Latin root does the word *bedaub* derive from? (Give the first principal part.),albus
D000019,From what Latin root does the word *daub* derive from? (Give the first principal part.),albus
D000020,From what Latin root does the word *hidalgo* derive from? (Give the first principal part.),aliquis
D000021,From what Latin root does the word *altruistic* derive from? (Give the first principal part.),alter
D000022,From what Latin root does the word *adultery* derive from? (Give the first principal part.),alter
D000023,From what Latin root does the word *exalt* derive from? (Give the first principal part.),altus
D000024,From what Latin root does the word *haughty* derive from? (Give the first principal part.),altus
D000025,From what Latin root does the word *oboe* derive from? (Give the first principal part.),altus
D000026,From what Latin root does the word *maraschino* derive from? (Give the first principal part.),amarus
D000027,From what Latin root does the word *advance* derive from? (Give the first principal part.),ante
D000028,From what Latin root does the word *ancient* derive from? (Give the first principal part.),ante
D000029,From what Latin root does the word *avaunt* derive from? (Give the first principal part.),ante
D000030,From what Latin root does the word *vanguard* derive from? (Give the first principal part.),ante
D000031,From what Latin root does the word *overt* derive from? (Give the first principal part.),aperio
D000032,From what Latin root does the word *pert* derive from? (Give the first principal part.),aperio
D000033,From what Latin root does the word *attitude* derive from? (Give the first principal part.),aptus
D000034,From what Latin root does the word *couple* derive from? (Give the first principal part.),aptus
D000035,From what Latin root does the word *lariat* derive from? (Give the first principal part.),aptus
D000036,From what Latin root does the word *ewer* derive from? (Give the first principal part.),aqua
D000037,From what Latin root does the word *sewer* derive from? (Give the first principal part.),aqua
D000038,From what Latin root does the word *eagle* derive from? (Give the first principal part.),aquila
D000039,From what Latin root does the word *arcade* derive from? (Give the first principal part.),arcus
D000040,From what Latin root does the word *inert* derive from? (Give the first principal part.),ars
D000041,From what Latin root does the word *ace* derive from? (Give the first principal part.),as
D000042,From what Latin root does the word *easel* derive from? (Give the first principal part.),asinus
D000043,From what Latin root does the word *obey* derive from? (Give the first principal part.),audio
D000044,From what Latin root does the word *oriole* derive from? (Give the first principal part.),aurum
D000045,From what Latin root does the word *baguette* derive from? (Give the first principal part.),baculum
D000046,From what Latin root does the word *debacle* derive from? (Give the first principal part.),baculum
D000047,From what Latin root does the word *imbecile* derive from? (Give the first principal part.),baculum
D000048,From what Latin root does the word *abate* derive from? (Give the first principal part.),battuo
D000049,From what Latin root does the word *battle* derive from? (Give the first principal part.),battuo
D000050,From what Latin root does the word *battery* derive from? (Give the first principal part.),battuo
D000051,From what Latin root does the word *duel* derive from? (Give the first principal part.),bellum
D000052,From what Latin root does the word *rebel* derive from? (Give the first principal part.),bellum
D000053,From what Latin root does the word *revel* derive from? (Give the first principal part.),bellum
D000054,From what Latin root does the word *beverage* derive from? (Give the first principal part.),bibo
D000055,From what Latin root does the word *balance* derive from? (Give the first principal part.),bis
D000056,From what Latin root does the word *combine* derive from? (Give the first principal part.),bis
D000057,From what Latin root does the word *beau* derive from? (Give the first principal part.),bonus
D000058,From what Latin root does the word *bonbon* derive from? (Give the first principal part.),bonus
D000059,From what Latin root does the word *bounty* derive from? (Give the first principal part.),bonus
